baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2F14	expressionwt	ensembl	description	gene_biotype	entrezgene_id
FBgn0033775	602.85177594593	1.18957444814806	0.188651822696202	40.7489147954438	1.73099542530134e-10	1.11118738591925e-08	28.2518623208686	13.6767098896362	FBgn0033775	Cytochrome P450 9h1	protein_coding	36412
FBgn0034160	811.913818333924	2.55163357644385	0.399967450383484	40.4948882988816	1.97131099112769e-10	1.25533083915011e-08	99.71674403877	19.1876850858044	FBgn0034160		protein_coding	36883
FBgn0052823	1002.92311096368	2.19192388617673	0.346468252917926	40.3938828385271	2.07590036862764e-10	1.31144182018064e-08	46.5560471167696	9.95478239277406	FBgn0052823	Sperm-specific dynein intermediate chain 3	protein_coding	318231
FBti0061663	22.078997682605	6.2777024939334	1.23087907812137	39.409688780434	3.43587932753224e-10	2.15351176749265e-08	5.50233282684821	0.123765851816661	FBti0061663		transposable_element	NA
FBgn0004431	1985.27937611525	2.61861936568716	0.415477394610118	39.3556832774885	3.53223287119356e-10	2.19660731677349e-08	534.065386781207	69.8540340448054	FBgn0004431	Lysozyme X	protein_coding	38122
FBgn0010041	66.0523107628852	2.9386378273948	0.472903095595578	39.301280643765	3.63203025275211e-10	2.24115975286099e-08	9.82268690906416	1.53947580299293	FBgn0010041	Glutathione S transferase D5	protein_coding	48338
FBgn0052405	654.358808000345	3.89409398747383	0.600015741860282	38.7921438389329	4.71421362186418e-10	2.88654926384915e-08	155.261629017862	13.0239263582155	FBgn0052405	Cuticular protein 65Av	protein_coding	318014
FBgn0033873	189.057660608915	1.71374944923681	0.278871906794631	38.6315753769974	5.11841489662954e-10	3.11012080741764e-08	15.6839069279185	4.92868377738375	FBgn0033873		protein_coding	36530
FBgn0052318	24.7527758800245	8.34290996635373	1.45900444349291	38.6100683603212	5.17512713319761e-10	3.1207584833525e-08	5.0263459189172	0	FBgn0052318		protein_coding	2768976
FBgn0262577	360.989646564822	1.3531061557589	0.222182106651112	38.0279628424509	6.97379491129191e-10	4.1737900371341e-08	303.271793175364	131.460099749445	FBgn0262577		protein_coding	12798272
FBgn0039592	37.1557233214665	-4.10897002118608	0.703072413082426	37.2008269095729	1.06568580620811e-09	6.33049180404221e-08	0.153175518827083	2.67175225349667	FBgn0039592		protein_coding	43389
FBgn0032022	330.500265941014	-1.42906909664927	0.227448581792712	36.9572706499439	1.2074659164935e-09	7.11957681132464e-08	11.6175945436522	32.6093174002784	FBgn0032022		protein_coding	34144
FBgn0063495	60.7037043668129	3.50333458263978	0.576958827395419	36.8896064022448	1.25010592981063e-09	7.3167964715387e-08	11.4669393342028	1.08526629092971	FBgn0063495	Glutathione S transferase E5	protein_coding	37110
FBgn0033170	666.396278273338	-1.48274871785821	0.234406971975326	36.6535333212268	1.41103031786941e-09	8.19839513156238e-08	28.9663050906362	78.8682162610369	FBgn0033170	secretory Phospholipase A2	protein_coding	35665
FBti0020095	1008.68702693753	2.41521514679742	0.400090761134634	36.4731344107633	1.54785032549009e-09	8.92818013833417e-08	18.9426910203651	2.76524512361989	FBti0020095		transposable_element	NA
